City,2021,2024
London,8799800,8950000
Paris,2175000,2165000
Amsterdam,872680,903000
Frankfurt,763380,779000
Madrid,3334730,3350000
Barcelona,1620343,1635000
Munich,1488202,1507000
Rome,2849905,2860000
Dublin,554554,582000
Stockholm,975551,1020000
Lisbon,506654,515000
Berlin,3769495,3800000
Helsinki,657675,670000
Warsaw,1769529,1790000
Edinburgh,537000,550000
Bucharest,1716961,1730000
Heraklion,140730,142000
Reykjavik,131136,135000
Palermo,650792,645000
Madeira,104000,105000
